taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genus,Species,Assembly Method,High Quality,Has Coverage,Strain,Culture Type,Cultured,Isolation,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count   * assembled,Coding Base Count %   * assembled,Coding Base Count NP ,Coding Base Count NP % ,Depth,Temperature,Salinity (ppt),Environment,Link,Genome,Species,latitude,longitude,clade,Species_Color,Env_Color,Completeness,Contamination,Circular,Completeness - 5xcontamination,Genome Type,,
KMOHFEJM,Bacteria,,,,,BGEO_SAMN07136708_METAG_KMOHFEJM ,Alteromonas,Alteromonas australica KMOHFEJM ,,,,,,,,3487878,,389,,,,,,,101,14.51,,,,Alteromonas_australica_SAMN07136708,Alteromonas australica,17.3516,-20.8167,12,,,29.39,0.86,N,25.09,MAG,,
OCCKODGL,Bacteria,,,,,BGEO_SAMN07136709_METAG_OCCKODGL ,Alteromonas,Alteromonas sp. OCCKODGL ,,,,,,,,3867270,,373,,,,,,,140.7,13.87,,,,Alteromonas_sp_SAMN07136709,Alteromonas sp.,17.3516,-20.8167,25,,,41.34,0.98,N,36.44,MAG,,
AFAMJGBL,Bacteria,,,,,BGEO_SAMN07136710_METAG_AFAMJGBL ,Alteromonas,Alteromonas australica AFAMJGBL ,,,,,,,,4225834,,88,,,,,,,185,12.93,,,,Alteromonas_australica_SAMN07136710,Alteromonas australica,17.3516,-20.8167,13,,,80.96,0.72,N,77.36,MAG,,
KAKDCGPF,Bacteria,,,,,BGEO_SAMN07136710_METAG_KAKDCGPF ,Alteromonas,Alteromonas mediterranea KAKDCGPF ,,,,,,,,3406207,,348,,,,,,,185,12.93,,,,Alteromonas_mediterranea_SAMN07136710,Alteromonas mediterranea,17.3516,-20.8167,21,,,61.92,0.36,N,60.12,MAG,,
EOPKMDLC,Bacteria,,,,,BGEO_SAMN07136711_METAG_EOPKMDLC ,Alteromonas,Alteromonas naphthalenivorans EOPKMDLC ,,,,,,,,4639777,,103,,,,,,,2,0,,,,Alteromonas_naphthalenivorans_SAMN07136711,Alteromonas naphthalenivorans,17.3487,-20.7835,18,,,79.93,0.4,N,77.93,MAG,,
NHALNJBN,Bacteria,,,,,BGEO_SAMN07136711_METAG_NHALNJBN ,Alteromonas,Alteromonas macleodii NHALNJBN ,,,,,,,,4499686,,100,,,,,,,2,0,,,,Alteromonas_macleodii_SAMN07136711,Alteromonas macleodii,17.3487,-20.7835,2,,,97.99,2.37,N,86.14,MAG,,
KOEDIAMF,Bacteria,,,,,BGEO_SAMN07136715_METAG_KOEDIAMF ,Alteromonas,Alteromonas sp. KOEDIAMF ,,,,,,,,4364023,,426,,,,,,,91.6,20.59,,,,Alteromonas_sp_SAMN07136715,Alteromonas sp.,17.3998,-24.4998,25,,,94.88,3.88,N,75.48,MAG,,
FMLMDJCG,Bacteria,,,,,BGEO_SAMN07136718_METAG_FMLMDJCG ,Alteromonas,Alteromonas macleodii FMLMDJCG ,,,,,,,,3415791,,455,,,,,,,2,0,,,,Alteromonas_macleodii_SAMN07136718,Alteromonas macleodii,17.4,-24.4998,1,,,85.72,0.26,N,84.42,MAG,,
OGDDIGDA,Bacteria,,,,,MALA_SAMN05421563_METAG_OGDDIGDA ,Alteromonas,Alteromonas macleodii OGDDIGDA ,,,,,,,,3762110,,400,,,,,,,4002,0.851,,,,Alteromonas_macleodii_SAMN05421563,Alteromonas macleodii,-33.55,39.89,9,,,91.5,1.19,N,85.55,MAG,,
BCLNBHCC,Bacteria,,,,,MALA_SAMN05421660_METAG_BCLNBHCC ,Alteromonas,Alteromonas macleodii BCLNBHCC ,,,,,,,,3750882,,660,,,,,,,4003,2.0165,,,,Alteromonas_macleodii_SAMN05421660,Alteromonas macleodii,7.33,-26,1,,,84.3,0.86,N,80,MAG,,
DPEMGBDK,Bacteria,,,,,MALA_SAMN05421660_METAG_DPEMGBDK ,Alteromonas,Alteromonas australica DPEMGBDK ,,,,,,,,3277863,,556,,,,,,,4003,2.0165,,,,Alteromonas_australica_SAMN05421660,Alteromonas australica,7.33,-26,,,,27.58,0,N,27.58,MAG,,
LKMOJPCD,Bacteria,,,,,MALA_SAMN05421699_METAG_LKMOJPCD ,Alteromonas,Alteromonas macleodii LKMOJPCD ,,,,,,,,2358796,,697,,,,,,,3818,1.1537,,,,Alteromonas_macleodii_SAMN05421699,Alteromonas macleodii,9.22,-163.53,3,,,60.03,02.04,N,49.83,MAG,,
CKJAFDPA,Bacteria,,,,,MALA_SAMN05421706_METAG_CKJAFDPA ,Alteromonas,Alteromonas macleodii CKJAFDPA ,,,,,,,,4075035,,297,,,,,,,4018,1.1026,,,,Alteromonas_macleodii_SAMN05421706,Alteromonas macleodii,-5.75,-170.7407,3,,,95.72,1.6,N,87.72,MAG,,
GFCKOHMB,Bacteria,,,,,MALA_SAMN05421707_METAG_GFCKOHMB ,Alteromonas,Alteromonas macleodii GFCKOHMB ,,,,,,,,2404848,,709,,,,,,,4000,1.0745,,,,Alteromonas_macleodii_SAMN05421707,Alteromonas macleodii,-29.81,82.62,9,,,66.03,1.71,N,57.48,MAG,,
KALOONEP,Bacteria,,,,,MALA_SAMN05421901_METAG_KALOONEP ,Alteromonas,Alteromonas macleodii KALOONEP ,,,,,,,,3625607,,572,,,,,,,3907,0.5836,,,,Alteromonas_macleodii_SAMN05421901,Alteromonas macleodii,-22.97,-36.95,4,,,85.44,1.36,N,78.64,MAG,,
FAHHIFON,Bacteria,,,,,MALA_SAMN05421913_METAG_FAHHIFON ,Alteromonas,Alteromonas macleodii FAHHIFON ,,,,,,,,3506288,,561,,,,,,,3500,1.3208,,,,Alteromonas_macleodii_SAMN05421913,Alteromonas macleodii,-27.9783,63.2478,9,,,78.31,02.01,N,68.26,MAG,,
FCEGNAFB,Bacteria,,,,,MALA_SAMN05422104_METAG_FCEGNAFB ,Alteromonas,Alteromonas australica FCEGNAFB ,,,,,,,,3594444,,241,,,,,,,4003,2.1123,,,,Alteromonas_australica_SAMN05422104,Alteromonas australica,29.97,-23.69,12,,,34.99,0.86,N,30.69,MAG,,
PHLAGPEP,Bacteria,,,,,MALA_SAMN05422104_METAG_PHLAGPEP ,Alteromonas,Alteromonas macleodii PHLAGPEP ,,,,,,,,3351115,,591,,,,,,,4003,2.1123,,,,Alteromonas_macleodii_SAMN05422104,Alteromonas macleodii,29.97,-23.69,9,,,72.04,2.44,N,59.84,MAG,,
IKNIELCH,Bacteria,,,,,MALA_SAMN05422106_METAG_IKNIELCH ,Alteromonas,Alteromonas macleodii IKNIELCH ,,,,,,,,4163595,,441,,,,,,,4004,0.9869,,,,Alteromonas_macleodii_SAMN05422106,Alteromonas macleodii,-31.16,110.18,3,,,95.49,1.26,N,89.19,MAG,,
FBOLMPMJ,Bacteria,,,,,MALA_SAMN05422107_METAG_FBOLMPMJ ,Alteromonas,Alteromonas macleodii FBOLMPMJ ,,,,,,,,3726987,,491,,,,,,,4003,2.0165,,,,Alteromonas_macleodii_SAMN05422107,Alteromonas macleodii,7.33,-26,4,,,93.19,0.37,N,91.34,MAG,,
AHCIDJHN,Bacteria,,,,,MALA_SAMN05422110_METAG_AHCIDJHN ,Alteromonas,Alteromonas macleodii AHCIDJHN ,,,,,,,,1887123,,640,,,,,,,3199,2.2513,,,,Alteromonas_macleodii_SAMN05422110,Alteromonas macleodii,-26.91,-21.43,1,,,59.54,0.68,N,56.14,MAG,,
BGGGCIFH,Bacteria,,,,,MALA_SAMN05422113_METAG_BGGGCIFH ,Alteromonas,Alteromonas macleodii BGGGCIFH ,,,,,,,,2745973,,638,,,,,,,3818,1.1537,,,,Alteromonas_macleodii_SAMN05422113,Alteromonas macleodii,9.22,-163.53,3,,,65.53,1.27,N,59.18,MAG,,
HDMCNFBK,Bacteria,,,,,MALA_SAMN05422114_METAG_HDMCNFBK ,Alteromonas,Alteromonas macleodii HDMCNFBK ,,,,,,,,4547379,,160,,,,,,,4002,2.0429,,,,Alteromonas_macleodii_SAMN05422114,Alteromonas macleodii,14.52,-26,2,,,99.3,0.12,N,98.7,MAG,,
EILAGLKN,Bacteria,,,,,MALA_SAMN05422115_METAG_EILAGLKN ,Alteromonas,Alteromonas macleodii EILAGLKN ,,,,,,,,3478085,,785,,,,,,,4000,1.0745,,,,Alteromonas_macleodii_SAMN05422115,Alteromonas macleodii,-29.81,82.62,3,,,78.64,1.34,N,71.94,MAG,,
EAAGNDHC,Bacteria,,,,,MALA_SAMN05422117_METAG_EAAGNDHC ,Alteromonas,Alteromonas macleodii EAAGNDHC ,,,,,,,,1993682,,654,,,,,,,3199,2.2513,,,,Alteromonas_macleodii_SAMN05422117,Alteromonas macleodii,-26.91,-21.43,4,,,57.46,0.31,N,55.91,MAG,,
BOFCDAAO,Bacteria,,,,,MALA_SAMN05422120_METAG_BOFCDAAO ,Alteromonas,Alteromonas confluentis BOFCDAAO ,,,,,,,,4990036,,84,,,,,,,3008,1.6156,,,,Alteromonas_confluentis_SAMN05422120,Alteromonas confluentis,10.0927,-99.2462,22,,,84.86,0.92,N,80.26,MAG,,
GPIHLFDL,Bacteria,,,,,MALA_SAMN05422120_METAG_GPIHLFDL ,Alteromonas,Alteromonas macleodii GPIHLFDL ,,,,,,,,3084951,,631,,,,,,,3008,1.6156,,,,Alteromonas_macleodii_SAMN05422120,Alteromonas macleodii,10.0927,-99.2462,3,,,63.34,0.95,N,58.59,MAG,,
NDMHKPKD,Bacteria,,,,,MALA_SAMN05422120_METAG_NDMHKPKD ,Alteromonas,Alteromonas sp. NDMHKPKD ,,,,,,,,5082386,,103,,,,,,,3008,1.6156,,,,Alteromonas_sp_SAMN05422120,Alteromonas sp.,10.0927,-99.2462,15,,,92.2,0.92,N,87.6,MAG,,
EKAOPGOL,Bacteria,,,,,MALA_SAMN05422121_METAG_EKAOPGOL ,Alteromonas,Alteromonas macleodii EKAOPGOL ,,,,,,,,3730824,,556,,,,,,,4003,2.1123,,,,Alteromonas_macleodii_SAMN05422121,Alteromonas macleodii,29.97,-23.69,9,,,77.61,01.03,N,72.46,MAG,,
OGAMKLHO,Bacteria,,,,,MALA_SAMN05422121_METAG_OGAMKLHO ,Alteromonas,Alteromonas australica OGAMKLHO ,,,,,,,,3657345,,173,,,,,,,4003,2.1123,,,,Alteromonas_australica_SAMN05422121,Alteromonas australica,29.97,-23.69,12,,,45.52,0.08,N,45.12,MAG,,
JKIINEFM,Bacteria,,,,,MALA_SAMN05422122_METAG_JKIINEFM ,Alteromonas,Alteromonas macleodii JKIINEFM ,,,,,,,,4023217,,371,,,,,,,3500,1.3208,,,,Alteromonas_macleodii_SAMN05422122,Alteromonas macleodii,-27.9783,63.2478,4,,,94.22,0.48,N,91.82,MAG,,
AHNLNHFL,Bacteria,,,,,MALA_SAMN05422123_METAG_AHNLNHFL ,Alteromonas,Alteromonas macleodii AHNLNHFL ,,,,,,,,3554102,,482,,,,,,,4001,1.5802,,,,Alteromonas_macleodii_SAMN05422123,Alteromonas macleodii,-9.12,-30.19,4,,,89.26,0.48,N,86.86,MAG,,
GFKECADP,Bacteria,,,,,MALA_SAMN05422127_METAG_GFKECADP ,Alteromonas,Alteromonas macleodii GFKECADP ,,,,,,,,1409933,,478,,,,,,,3900,0.9196,,,,Alteromonas_macleodii_SAMN05422127,Alteromonas macleodii,-32.8128,12.7692,1,,,47.51,0.48,N,45.11,MAG,,
GFOMCGFD,Bacteria,,,,,MALA_SAMN05422128_METAG_GFOMCGFD ,Alteromonas,Alteromonas macleodii GFOMCGFD ,,,,,,,,4558928,,65,,,,,,,4002,2.0429,,,,Alteromonas_macleodii_SAMN05422128,Alteromonas macleodii,14.52,-26,2,,,97.44,0.47,N,95.09,MAG,,
DBLLJBCG,Bacteria,,,,,MALA_SAMN05422130_METAG_DBLLJBCG ,Alteromonas,Alteromonas sp. DBLLJBCG ,,,,,,,,3830058,,567,,,,,,,4005,2.0182,,,,Alteromonas_sp_SAMN05422130,Alteromonas sp.,21.51,-23.45,23,,,41.8,0.82,N,37.7,MAG,,
LKGLPHMF,Bacteria,,,,,MALA_SAMN05422130_METAG_LKGLPHMF ,Alteromonas,Alteromonas macleodii LKGLPHMF ,,,,,,,,3329848,,796,,,,,,,4005,2.0182,,,,Alteromonas_macleodii_SAMN05422130,Alteromonas macleodii,21.51,-23.45,4,,,73.68,1.34,N,66.98,MAG,,
NBFINJIH,Bacteria,,,,,MALA_SAMN05422133_METAG_NBFINJIH ,Alteromonas,Alteromonas macleodii NBFINJIH ,,,,,,,,3709610,,476,,,,,,,4003,1.9211,,,,Alteromonas_macleodii_SAMN05422133,Alteromonas macleodii,19.9897,-52.6367,3,,,84.23,0.9,N,79.73,MAG,,
COKPJGJJ,Bacteria,,,,,MALA_SAMN05422138_METAG_COKPJGJJ ,Alteromonas,Alteromonas macleodii COKPJGJJ ,,,,,,,,3704626,,448,,,,,,,4003,1.4542,,,,Alteromonas_macleodii_SAMN05422138,Alteromonas macleodii,-15.83,-33.41,4,,,91.72,1.18,N,85.82,MAG,,
FOMAMBOG,Bacteria,,,,,MALA_SAMN05422143_METAG_FOMAMBOG ,Alteromonas,Alteromonas macleodii FOMAMBOG ,,,,,,,,3573258,,397,,,,,,,4002,1.7369,,,,Alteromonas_macleodii_SAMN05422143,Alteromonas macleodii,-3.03,-27.33,4,,,90.3,0.34,N,88.6,MAG,,
GLMHGCOP,Bacteria,,,,,MALA_SAMN05422149_METAG_GLMHGCOP ,Alteromonas,Alteromonas macleodii GLMHGCOP ,,,,,,,,3629719,,664,,,,,,,4003,1.9211,,,,Alteromonas_macleodii_SAMN05422149,Alteromonas macleodii,19.9897,-52.6367,3,,,81.29,0.88,N,76.89,MAG,,
HBNHKFJL,Bacteria,,,,,MALA_SAMN05422152_METAG_HBNHKFJL ,Alteromonas,Alteromonas macleodii HBNHKFJL ,,,,,,,,3627314,,624,,,,,,,3996,0.9479,,,,Alteromonas_macleodii_SAMN05422152,Alteromonas macleodii,-39.23,135.19,3,,,85.88,02.07,N,75.53,MAG,,
NIGOHOLK,Bacteria,,,,,MALA_SAMN05422153_METAG_NIGOHOLK ,Alteromonas,Alteromonas macleodii NIGOHOLK ,,,,,,,,1908405,,657,,,,,,,3103,1.4552,,,,Alteromonas_macleodii_SAMN05422153,Alteromonas macleodii,12,-108.06,1,,,57.58,1.42,N,50.48,MAG,,
ENHHGIGI,Bacteria,,,,,MALA_SAMN05422164_METAG_ENHHGIGI ,Alteromonas,Alteromonas macleodii ENHHGIGI ,,,,,,,,3958343,,626,,,,,,,4003,1.4542,,,,Alteromonas_macleodii_SAMN05422164,Alteromonas macleodii,-15.83,-33.41,4,,,87,3,N,72,MAG,,
JAPLNBCC,Bacteria,,,,,MALA_SAMN05422165_METAG_JAPLNBCC ,Alteromonas,Alteromonas mediterranea JAPLNBCC ,,,,,,,,3573343,,198,,,,,,,4002,0.851,,,,Alteromonas_mediterranea_SAMN05422165,Alteromonas mediterranea,-33.55,39.89,21,,,59.38,0,N,59.38,MAG,,
PMFBPPCL,Bacteria,,,,,MALA_SAMN05422165_METAG_PMFBPPCL ,Alteromonas,Alteromonas macleodii PMFBPPCL ,,,,,,,,3284367,,576,,,,,,,4002,0.851,,,,Alteromonas_macleodii_SAMN05422165,Alteromonas macleodii,-33.55,39.89,9,,,69.26,1.42,N,62.16,MAG,,
KJDAIKNE,Bacteria,,,,,MALA_SAMN05422168_METAG_KJDAIKNE ,Alteromonas,Alteromonas macleodii KJDAIKNE ,,,,,,,,3294469,,668,,,,,,,4002,2.0997,,,,Alteromonas_macleodii_SAMN05422168,Alteromonas macleodii,32.0788,-17.2662,3,,,78.74,1.42,N,71.64,MAG,,
JIKBLNIN,Bacteria,,,,,MALA_SAMN05422169_METAG_JIKBLNIN ,Alteromonas,Alteromonas macleodii JIKBLNIN ,,,,,,,,2269860,,702,,,,,,,3662,2.0761,,,,Alteromonas_macleodii_SAMN05422169,Alteromonas macleodii,-28.62,-11.8,1,,,66.06,3.42,N,48.96,MAG,,
FCADMKDN,Bacteria,,,,,MALA_SAMN05422183_METAG_FCADMKDN ,Alteromonas,Alteromonas macleodii FCADMKDN ,,,,,,,,4008093,,368,,,,,,,4005,2.0182,,,,Alteromonas_macleodii_SAMN05422183,Alteromonas macleodii,21.51,-23.45,2,,,91.26,0.74,N,87.56,MAG,,
NPFLJJIF,Bacteria,,,,,MALA_SAMN05422188_METAG_NPFLJJIF ,Alteromonas,Alteromonas macleodii NPFLJJIF ,,,,,,,,3693185,,585,,,,,,,3907,0.5836,,,,Alteromonas_macleodii_SAMN05422188,Alteromonas macleodii,-22.97,-36.95,4,,,88.63,0.98,N,83.73,MAG,,
FAHFBJCK,Bacteria,,,,,MALA_SAMN05422191_METAG_FAHFBJCK ,Alteromonas,Alteromonas macleodii FAHFBJCK ,,,,,,,,3463949,,558,,,,,,,4002,1.7369,,,,Alteromonas_macleodii_SAMN05422191,Alteromonas macleodii,-3.03,-27.33,4,,,88.13,01.08,N,82.73,MAG,,
GNIPIPMH,Bacteria,,,,,MALA_SAMN05422195_METAG_GNIPIPMH ,Alteromonas,Alteromonas macleodii GNIPIPMH ,,,,,,,,3378473,,721,,,,,,,4002,2.0997,,,,Alteromonas_macleodii_SAMN05422195,Alteromonas macleodii,32.0788,-17.2662,3,,,75.94,1.45,N,68.69,MAG,,
LFOGBKLO,Bacteria,,,,,MALA_SAMN05422226_METAG_LFOGBKLO ,Alteromonas,Alteromonas macleodii LFOGBKLO ,,,,,,,,3760759,,411,,,,,,,4001,1.5802,,,,Alteromonas_macleodii_SAMN05422226,Alteromonas macleodii,-9.12,-30.19,4,,,90.64,0.67,N,87.29,MAG,,
MMP05578452,Bacteria,,,,,MARD_SAMN05578452_REFG_MMP05578452 ,Alteromonas,Alteromonas macleodii MMP05578452 ,,,,,,,,5249970,,74,,,,,,,0,0,,,,Alteromonas_macleodii_SAMN05578452,Alteromonas macleodii,0,0,1,,,99.64,1.96,N,89.84,MAG,,
MMP07626136,Bacteria,,,,,MARD_SAMN07626136_REFG_MMP07626136 ,Alteromonas,Alteromonas gracilis MMP07626136 ,,,,,,,,4561795,,19,,,,,,,0,0,,,,Alteromonas_gracilis_SAMN07626136,Alteromonas gracilis,0,0,25,,,99.62,0.08,N,99.22,MAG,,
MMP10134660,Bacteria,,,,,MARD_SAMN10134660_REFG_MMP10134660 ,Alteromonas,Alteromonas sp. MMP10134660 ,,,,,,,,4437258,,10,,,,,,,0,0,,,,Alteromonas_sp_SAMN10134660,Alteromonas sp.,0,0,25,,,100,0.08,N,99.6,MAG,,
MMP10233659,Bacteria,,,,,MARD_SAMN10233659_REFG_MMP10233659 ,Alteromonas,Alteromonas sp. MMP10233659 ,,,,,,,,4987953,,90,,,,,,,0,0,,,,Alteromonas_sp_SAMN10233659,Alteromonas sp.,0,0,15,,,99.94,1.76,N,91.14,MAG,,
JFGAADBD,Bacteria,,,,,TARA_SAMEA2591057_METAG_JFGAADBD ,Alteromonas,Alteromonas sp. JFGAADBD ,,,,,,,,1761909,,587,,,,,,,9,23.8141,,,,Alteromonas_sp_SAMEA2591057,Alteromonas sp.,37.051,1.9378,24,,,47.64,6.65,N,14.39,MAG,,
BGMPHGLH,Bacteria,,,,,TARA_SAMEA2591074_METAG_BGMPHGLH ,Alteromonas,Alteromonas sp. BGMPHGLH ,,,,,,,,4280777,,109,,,,,,,42,17.5211,,,,Alteromonas_sp_SAMEA2591074_BGMPHGLH,Alteromonas sp.,37.0541,1.9478,15,,,92.85,0.26,N,91.55,MAG,,
CINEHBFE,Bacteria,,,,,TARA_SAMEA2591074_METAG_CINEHBFE ,Alteromonas,Alteromonas sp. CINEHBFE ,,,,,,,,1699379,,71,,,,,,,42,17.5211,,,,Alteromonas_sp_SAMEA2591074,Alteromonas sp.,37.0541,1.9478,23,,,45.34,0,N,45.34,MAG,,
KDMPNFOL,Bacteria,,,,,TARA_SAMEA2591074_METAG_KDMPNFOL ,Alteromonas,Alteromonas mediterranea KDMPNFOL ,,,,,,,,3537370,,307,,,,,,,42,17.5211,,,,Alteromonas_mediterranea_SAMEA2591074,Alteromonas mediterranea,37.0541,1.9478,21,,,56.35,0.72,N,52.75,MAG,,
ELBPFDCK,Bacteria,,,,,TARA_SAMEA2591098_METAG_ELBPFDCK ,Alteromonas,Alteromonas macleodii ELBPFDCK ,,,,,,,,3522903,,439,,,,,,,55,15.1806,,,,Alteromonas_macleodii_SAMEA2591098,Alteromonas macleodii,42.1735,17.7252,8,,,32.4,0.86,N,28.1,MAG,,
GGHCBOPN,Bacteria,,,,,TARA_SAMEA2591132_METAG_GGHCBOPN ,Alteromonas,Alteromonas mediterranea GGHCBOPN ,,,,,,,,2103987,,73,,,,,,,70,18.6162,,,,Alteromonas_mediterranea_SAMEA2591132,Alteromonas mediterranea,33.9235,32.8118,21,,,29.31,0,N,29.31,MAG,,
KHLCFNJJ,Bacteria,,,,,TARA_SAMEA2591132_METAG_KHLCFNJJ ,Alteromonas,Alteromonas australica KHLCFNJJ ,,,,,,,,4001521,,179,,,,,,,70,18.6162,,,,Alteromonas_australica_SAMEA2591132,Alteromonas australica,33.9235,32.8118,14,,,82.36,1.88,N,72.96,MAG,,
EIFLFJDP,Bacteria,,,,,TARA_SAMEA2619678_METAG_EIFLFJDP ,Alteromonas,Alteromonas macleodii EIFLFJDP ,,,,,,,,2465713,,671,,,,,,,60,18.3057,,,,Alteromonas_macleodii_SAMEA2619678,Alteromonas macleodii,35.7528,14.2765,5,,,61.03,0.12,N,60.43,MAG,,
NBBOJICC,Bacteria,,,,,TARA_SAMEA2619907_METAG_NBBOJICC ,Alteromonas,Alteromonas macleodii NBBOJICC ,,,,,,,,2470216,,561,,,,,,,60,27.5588,,,,Alteromonas_macleodii_SAMEA2619907,Alteromonas macleodii,18.4417,39.8567,9,,,43.34,01.08,N,37.94,MAG,,
EMJBGBGK,Bacteria,,,,,TARA_SAMEA2619952_METAG_EMJBGBGK ,Alteromonas,Alteromonas macleodii EMJBGBGK ,,,,,,,,2642553,,590,,,,,,,17,25.3292,,,,Alteromonas_macleodii_SAMEA2619952,Alteromonas macleodii,20.8222,63.5133,5,,,69.13,02.04,N,58.93,MAG,,
GKNKAGAI,Bacteria,,,,,TARA_SAMEA2619970_METAG_GKNKAGAI ,Alteromonas,Alteromonas macleodii GKNKAGAI ,,,,,,,,3359637,,360,,,,,,,600,11.984,,,,Alteromonas_macleodii_SAMEA2619970,Alteromonas macleodii,20.8457,63.5851,9,,,71.08,0.36,N,69.28,MAG,,
DFCIFEPC,Bacteria,,,,,TARA_SAMEA2619974_METAG_DFCIFEPC ,Alteromonas,Alteromonas australica DFCIFEPC ,,,,,,,,3345293,,326,,,,,,,600,11.984,,,,Alteromonas_australica_SAMEA2619974,Alteromonas australica,20.8457,63.5851,,,,26.3,0.86,N,22,MAG,,
MIENHEPK,Bacteria,,,,,TARA_SAMEA2619974_METAG_MIENHEPK ,Alteromonas,Alteromonas macleodii MIENHEPK ,,,,,,,,2616737,,469,,,,,,,600,11.984,,,,Alteromonas_macleodii_SAMEA2619974,Alteromonas macleodii,20.8457,63.5851,,,,25.43,0.86,N,21.13,MAG,,
KDOCHGCC,Bacteria,,,,,TARA_SAMEA2620000_METAG_KDOCHGCC ,Alteromonas,Alteromonas macleodii KDOCHGCC ,,,,,,,,3096847,,585,,,,,,,5,26.3136,,,,Alteromonas_macleodii_SAMEA2620000,Alteromonas macleodii,19.0393,64.4913,9,,,69.42,01.06,N,64.12,MAG,,
NHAIJEJL,Bacteria,,,,,TARA_SAMEA2620021_METAG_NHAIJEJL ,Alteromonas,Alteromonas macleodii NHAIJEJL ,,,,,,,,3709961,,358,,,,,,,25,25.6077,,,,Alteromonas_macleodii_SAMEA2620021,Alteromonas macleodii,19.0284,64.5126,9,,,75.96,0.26,N,74.66,MAG,,
KKMHIJLM,Bacteria,,,,,TARA_SAMEA2620035_METAG_KKMHIJLM ,Alteromonas,Alteromonas macleodii KKMHIJLM ,,,,,,,,3261686,,411,,,,,,,340,14.9014,,,,Alteromonas_macleodii_SAMEA2620035,Alteromonas macleodii,19.0351,64.5638,9,,,78.77,0.88,N,74.37,MAG,,
EFBPEMOE,Bacteria,,,,,TARA_SAMEA2620065_METAG_EFBPEMOE ,Alteromonas,Alteromonas macleodii EFBPEMOE ,,,,,,,,3707871,,373,,,,,,,5,27.0891,,,,Alteromonas_macleodii_SAMEA2620065,Alteromonas macleodii,18.5918,66.622,9,,,69.17,0.68,N,65.77,MAG,,
OKKLCHLP,Bacteria,,,,,TARA_SAMEA2620065_METAG_OKKLCHLP ,Alteromonas,Alteromonas australica OKKLCHLP ,,,,,,,,3540463,,137,,,,,,,5,27.0891,,,,Alteromonas_australica_SAMEA2620065,Alteromonas australica,18.5918,66.622,11,,,27.16,0,N,27.16,MAG,,
LMDFIENN,Bacteria,,,,,TARA_SAMEA2620097_METAG_LMDFIENN ,Alteromonas,Alteromonas macleodii LMDFIENN ,,,,,,,,2579705,,669,,,,,,,270,15.5538,,,,Alteromonas_macleodii_SAMEA2620097,Alteromonas macleodii,18.7341,66.3896,9,,,56.82,0.44,N,54.62,MAG,,
JCEANMAI,Bacteria,,,,,TARA_SAMEA2620194_METAG_JCEANMAI ,Alteromonas,Alteromonas macleodii JCEANMAI ,,,,,,,,3320391,,501,,,,,,,5,29.1515,,,,Alteromonas_macleodii_SAMEA2620194,Alteromonas macleodii,14.6059,69.9776,5,,,70.69,1.41,N,63.64,MAG,,
KLFKEFEP,Bacteria,,,,,TARA_SAMEA2620198_METAG_KLFKEFEP ,Alteromonas,Alteromonas australica KLFKEFEP ,,,,,,,,3692905,,138,,,,,,,5,29.1515,,,,Alteromonas_australica_SAMEA2620198,Alteromonas australica,14.6059,69.9776,11,,,43.18,0.26,N,41.88,MAG,,
NOKDNNFF,Bacteria,,,,,TARA_SAMEA2620198_METAG_NOKDNNFF ,Alteromonas,Alteromonas mediterranea NOKDNNFF ,,,,,,,,1979692,,64,,,,,,,5,29.1515,,,,Alteromonas_mediterranea_SAMEA2620198,Alteromonas mediterranea,14.6059,69.9776,21,,,28.02,0,N,28.02,MAG,,
KNGANELN,Bacteria,,,,,TARA_SAMEA2620217_METAG_KNGANELN ,Alteromonas,Alteromonas australica KNGANELN ,,,,,,,,3433384,,414,,,,,,,60,27.3742,,,,Alteromonas_australica_SAMEA2620217,Alteromonas australica,14.5536,70.0128,12,,,30.6,0.86,N,26.3,MAG,,
OENHAHFA,Bacteria,,,,,TARA_SAMEA2620217_METAG_OENHAHFA ,Alteromonas,Alteromonas macleodii OENHAHFA ,,,,,,,,3709285,,348,,,,,,,60,27.3742,,,,Alteromonas_macleodii_SAMEA2620217,Alteromonas macleodii,14.5536,70.0128,5,,,60.46,0.36,N,58.66,MAG,,
OHBFMFFC,Bacteria,,,,,TARA_SAMEA2620259_METAG_OHBFMFFC ,Alteromonas,Alteromonas macleodii OHBFMFFC ,,,,,,,,4119290,,291,,,,,,,80,27.9561,,,,Alteromonas_macleodii_SAMEA2620259,Alteromonas macleodii,5.9998,73.9067,5,,,96.1,1.14,N,90.4,MAG,,
HJGOFLNN,Bacteria,,,,,TARA_SAMEA2620413_METAG_HJGOFLNN ,Alteromonas,Alteromonas macleodii HJGOFLNN ,,,,,,,,3771693,,347,,,,,,,5,29.8181,,,,Alteromonas_macleodii_SAMEA2620413,Alteromonas macleodii,-9.3921,66.4228,9,,,84.72,1.64,N,76.52,MAG,,
